@timestamp,message,PATTERN,IMPACT,URGENCY,PRIORITY,LOGZIO_PROJECT,APPLICATION,ENVIRONMENT,STATUS,TARGET_SYSTEM,TARGET_URI
2022-02-23T16:27:15.061000,"""2022-02-23 16:27:15.061  INFO 1 --- [nio-8080-exec-5] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469293)\""}]\n""",Get Subscription & Device Error 404,2,3,4,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-23T16:27:14.845000,"""2022-02-23 16:27:14.845  INFO 1 --- [nio-8080-exec-3] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469292)\""}]\n""",Get Subscription & Device Error 404,2,3,4,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-23T16:27:14.616000,"""2022-02-23 16:27:14.616  INFO 1 --- [nio-8080-exec-4] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469290)\""}]\n""",Get Subscription & Device Error 404,2,3,4,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-23T16:27:12.537000,"""2022-02-23 16:27:12.537  INFO 1 --- [nio-8080-exec-7] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469205)\""}]\n""",Get Subscription & Device Error 404,2,3,4,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-23T16:27:12.021000,"""2022-02-23 16:27:12.021  INFO 1 --- [nio-8080-exec-3] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469199)\""}]\n""",Get Subscription & Device Error 404,2,3,4,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-23T16:27:11.802000,"""2022-02-23 16:27:11.801  INFO 1 --- [nio-8080-exec-2] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469187)\""}]\n""",Get Subscription & Device Error 404,2,3,4,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-23T16:27:09.150000,"""2022-02-23 16:27:09.150  INFO 1 --- [io-8080-exec-10] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469036)\""}]\n""",Get Subscription & Device Error 404,2,3,4,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-23T16:27:08.353000,"""2022-02-23 16:27:08.353  INFO 1 --- [nio-8080-exec-7] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469029)\""}]\n""",Get Subscription & Device Error 404,2,3,4,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-23T16:27:08.116000,"""2022-02-23 16:27:08.115  INFO 1 --- [nio-8080-exec-5] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469021)\""}]\n""",Get Subscription & Device Error 404,2,3,4,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-23T16:27:07.888000,"""2022-02-23 16:27:07.888  INFO 1 --- [nio-8080-exec-3] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469010)\""}]\n""",Get Subscription & Device Error 404,2,3,4,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-23T16:27:07.661000,"""2022-02-23 16:27:07.660  INFO 1 --- [nio-8080-exec-4] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469009)\""}]\n""",Get Subscription & Device Error 404,2,3,4,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-23T16:27:07.414000,"""2022-02-23 16:27:07.414  INFO 1 --- [nio-8080-exec-2] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469007)\""}]\n""",Get Subscription & Device Error 404,2,3,4,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-23T16:27:07.178000,"""2022-02-23 16:27:07.178  INFO 1 --- [nio-8080-exec-1] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469004)\""}]\n""",Get Subscription & Device Error 404,2,3,4,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-23T16:26:11.762000,"""2022-02-23 16:26:11.762  INFO 1 --- [io-8080-exec-10] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469029)\""}]\n""",Get Subscription & Device Error 404,2,3,4,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-23T16:26:11.546000,"""2022-02-23 16:26:11.545  INFO 1 --- [nio-8080-exec-9] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469021)\""}]\n""",Get Subscription & Device Error 404,2,3,4,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-23T16:26:11.310000,"""2022-02-23 16:26:11.309  INFO 1 --- [nio-8080-exec-6] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469010)\""}]\n""",Get Subscription & Device Error 404,2,3,4,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-23T16:26:11.074000,"""2022-02-23 16:26:11.074  INFO 1 --- [nio-8080-exec-7] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469009)\""}]\n""",Get Subscription & Device Error 404,2,3,4,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-23T16:26:10.842000,"""2022-02-23 16:26:10.841  INFO 1 --- [nio-8080-exec-5] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469007)\""}]\n""",Get Subscription & Device Error 404,2,3,4,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-23T16:26:10.610000,"""2022-02-23 16:26:10.610  INFO 1 --- [nio-8080-exec-3] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469004)\""}]\n""",Get Subscription & Device Error 404,2,3,4,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-22T21:06:48.688000,"""2022-02-22 21:06:48.688  INFO 1 --- [nio-8080-exec-6] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error 409 : [{\""status\"":\""CONFLICT\"",\""statusMessage\"":\""Duplicate indexed field value: DishDevice.Imsi=313340100001169 for 0:1:5:3070\""}]\n""",Create Subscriber Error 409,2,3,4,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-21T19:53:03.347000,"""2022-02-21 19:53:03.346  INFO 1 --- [nio-8080-exec-1] .w.r.s.m.s.SubscriptionManagementService : Get Subscription & Device Error 404 : [{\""status\"":\""NOT_FOUND\"",\""statusMessage\"":\""Subscriber not found (AccessNumber=17252469945)\""}]\n""",Get Subscription & Device Error 404,2,3,4,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-21T17:39:34.089000,"""2022-02-21 17:39:34.089  INFO 1 --- [nio-8080-exec-1] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error 409 : [{\""status\"":\""CONFLICT\"",\""statusMessage\"":\""Duplicate indexed field value: MtxMobileDeviceAccessObject.AccessNumber=17252469945 for 0:1:5:2824\""}]\n""",Create Subscriber Error 409,2,3,4,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-19T03:11:53.763000,"""2022-02-19 03:11:53.762  INFO 1 --- [nio-8080-exec-7] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error 409 : [{\""status\"":\""CONFLICT\"",\""statusMessage\"":\""Duplicate indexed field value: MtxMobileDeviceAccessObject.AccessNumber=17252469947 for 0:1:5:2742\""}]\n""",Create Subscriber Error 409,2,3,4,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-19T02:40:29.455000,"""2022-02-19 02:40:29.455  INFO 1 --- [nio-8080-exec-3] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error 409 : [{\""status\"":\""CONFLICT\"",\""statusMessage\"":\""Duplicate indexed field value: MtxMobileDeviceAccessObject.AccessNumber=17252469946 for 0:2:5:2733\""}]\n""",Create Subscriber Error 409,2,3,4,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-19T02:40:29.455000,"""2022-02-19 02:40:29.455  INFO 1 --- [nio-8080-exec-3] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error 409 : [{\""status\"":\""CONFLICT\"",\""statusMessage\"":\""This is a sample message for pattern extracion""}]\n""",Create Subscriber Error 409,2,3,4,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-24T23:35:19.526000,"""2022-02-24 23:35:19.525  INFO 1 --- [nio-8080-exec-1] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error Device with SUPI is still active. Can't create\n""",create subscriber error device,3,3,5,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-24T18:29:15.266000,"""2022-02-24 18:29:15.266  INFO 1 --- [nio-8080-exec-3] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error Device with SUPI is still active. Can't create\n""",create subscriber error device,3,3,5,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,
2022-02-24T17:06:05.756000,"""2022-02-24 17:06:05.755  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 66:13]\n""",profile origin class path resource application,3,3,5,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,
2022-02-24T17:06:05.755000,"""2022-02-24 17:06:05.755  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 81:13]\n""",profile origin class path resource application,3,3,5,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-24T17:06:05.755000,"""2022-02-24 17:06:05.755  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 71:13]\n""",profile origin class path resource application,3,3,5,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-24T17:06:05.755000,"""2022-02-24 17:06:05.755  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 76:13]\n""",profile origin class path resource application,3,3,5,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,o.s.b.c.config.ConfigDataEnvironment
2022-02-24T17:06:05.755000,"""2022-02-24 17:06:05.755  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 86:13]\n""",profile origin class path resource application,3,3,5,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,o.s.b.c.config.ConfigDataEnvironment
2022-02-24T17:06:04.758000,"""2022-02-24 17:06:04.757  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 72:13]\n""",profile origin class path resource application,3,3,5,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,o.s.b.c.config.ConfigDataEnvironment
2022-02-24T17:06:04.757000,"""2022-02-24 17:06:04.757  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 78:13]\n""",profile origin class path resource application,3,3,5,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,o.s.b.c.config.ConfigDataEnvironment
2022-02-24T17:06:04.757000,"""2022-02-24 17:06:04.757  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 84:13]\n""",profile origin class path resource application,3,3,5,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,o.s.b.c.config.ConfigDataEnvironment
2022-02-24T17:06:04.757000,"""2022-02-24 17:06:04.756  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 90:13]\n""",profile origin class path resource application,3,3,5,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,o.s.b.c.config.ConfigDataEnvironment
2022-02-24T17:06:04.756000,"""2022-02-24 17:06:04.756  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 96:13]\n""",profile origin class path resource application,3,3,5,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,o.s.b.c.config.ConfigDataEnvironment
2022-02-24T17:06:01.644000,"""2022-02-24 17:06:01.643  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 148:13]\n""",profile origin class path resource application,3,3,5,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,o.s.b.c.config.ConfigDataEnvironment
2022-02-24T17:06:01.644000,"""2022-02-24 17:06:01.643  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 142:13]\n""",profile origin class path resource application,3,3,5,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,o.s.b.c.config.ConfigDataEnvironment
2022-02-24T17:06:01.644000,"""2022-02-24 17:06:01.643  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 136:13]\n""",profile origin class path resource application,3,3,5,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,o.s.b.c.config.ConfigDataEnvironment
2022-02-24T17:06:01.643000,"""2022-02-24 17:06:01.643  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 160:13]\n""",profile origin class path resource application,3,3,5,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,o.s.b.c.config.ConfigDataEnvironment
2022-02-24T17:06:01.643000,"""2022-02-24 17:06:01.643  WARN 1 --- [           main] o.s.b.c.config.ConfigDataEnvironment     : Property 'spring.profiles' imported from location 'class path resource [application.yml]' is invalid and should be replaced with 'spring.config.activate.on-profile' [origin: class path resource [application.yml] from app.jar - 154:13]\n""",profile origin class path resource application,3,3,5,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,o.s.b.c.config.ConfigDataEnvironment
2022-02-22T18:30:01.836000,"""2022-02-22 18:30:01.835  INFO 1 --- [nio-8080-exec-8] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error Device with SUPI is still active. Can't create\n""",create subscriber error device,3,3,5,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,o.s.b.c.config.ConfigDataEnvironment
2022-02-22T18:29:56.346000,"""2022-02-22 18:29:56.346  INFO 1 --- [io-8080-exec-10] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error Device with SUPI is still active. Can't create\n""",create subscriber error device,3,3,5,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,o.s.b.c.config.ConfigDataEnvironment
2022-02-22T18:29:50.932000,"""2022-02-22 18:29:50.931  INFO 1 --- [nio-8080-exec-9] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error Device with SUPI is still active. Can't create\n""",create subscriber error device,3,3,5,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,o.s.b.c.config.ConfigDataEnvironment
2022-02-22T18:29:44.826000,"""2022-02-22 18:29:44.826  INFO 1 --- [nio-8080-exec-6] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error Device with SUPI is still active. Can't create\n""",create subscriber error device,3,3,5,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-22T18:29:38.682000,"""2022-02-22 18:29:38.682  INFO 1 --- [nio-8080-exec-7] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error Device with SUPI is still active. Can't create\n""",create subscriber error device,3,3,5,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-22T18:29:32.848000,"""2022-02-22 18:29:32.848  INFO 1 --- [nio-8080-exec-5] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error Device with SUPI is still active. Can't create\n""",create subscriber error device,3,3,5,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
2022-02-22T18:29:26.454000,"""2022-02-22 18:29:26.453  INFO 1 --- [nio-8080-exec-3] .w.r.s.m.s.SubscriptionManagementService : Create Subscriber Error Device with SUPI is still active. Can't create\n""",create subscriber error device,3,3,5,Wireless Revenue Management Prod,iAPI,PRODUCTION,EXISTING,iAPI,.w.r.s.m.s.SubscriptionManagementService
